corpus,titolo,sequenza,tipo,n_eventi,gamma,gamma_A1,gamma_A2,cv_tau
wikipedia,Beijing,vocali,vocali,23836,1.5027387608924268,0.9539404960363645,1.027815032665448,0.6185262852436012
wikipedia,Beijing,spazio,spazio,12332,1.6466964660259367,0.9619174054577245,1.5464140380299873,1.4665829087639974
wikipedia,Beijing,e,lettera,7136,1.285525057566123,0.9582958104863405,0.9757754869818923,0.896809574330943
wikipedia,Beijing,i,lettera,5799,1.483973926434471,0.9275446659859566,1.002809516196738,0.9718950507574918
wikipedia,Beijing,t,lettera,5354,1.3283977784641574,0.9886342102626022,0.9308774544159779,0.9106667103753793
wikipedia,Beijing,n,lettera,5348,1.4036933816297685,0.9864626638242328,1.0380907751173507,0.9227612403291299
wikipedia,Beijing,a,lettera,5011,1.1387995041714367,0.9796434148600346,0.9843581544649016,0.9033996705888218
wikipedia,Beijing,o,lettera,4126,1.2751666381815199,0.999857802989372,1.004762477792687,0.9115051351441963
wikipedia,Beijing,s,lettera,3768,1.3213172033806844,1.036209872504673,1.0299950047467274,0.9536040467969502
wikipedia,Beijing,r,lettera,3723,1.3914675625716983,0.9676219802126237,0.9586607104197381,0.9599153736375825
wikipedia,Beijing,h,lettera,2933,1.4976794465334775,0.9424609435384902,1.0458857821289422,0.9064643684563838
wikipedia,Beijing,l,lettera,2410,1.1143201383893229,0.9905061283238767,0.9806326629082163,0.985058188188709
wikipedia,Beijing,c,lettera,2367,1.3699545819627894,1.0101869073429497,0.9909231829191153,0.977276113001464
wikipedia,Beijing,d,lettera,2293,1.2152157967050723,0.9635114537912299,1.006457506987513,0.9213559086992772
wikipedia,Beijing,u,lettera,1764,1.254169050212738,1.0029522456028295,0.9797584759251993,0.9990153972909428
wikipedia,Beijing,g,lettera,1676,1.2700507269521197,0.9547534671149097,1.0186382448551299,0.9880628599344874
wikipedia,Beijing,m,lettera,1483,1.2881374377236925,0.9714727192506748,0.9941975943880491,1.0783797701003317
wikipedia,Beijing,p,lettera,1265,1.2031550321694153,0.931131570697531,1.0388706058260253,1.0812754146632575
wikipedia,Beijing,f,lettera,1257,1.2748632336581065,0.9968885634090568,1.0159241720695051,1.0050770154668422
wikipedia,Beijing,b,lettera,1147,1.276660240720857,1.0536879484265682,1.0616701665033441,0.9832120744448444
wikipedia,Beijing,y,lettera,1069,1.2525452861727082,0.9626756121175206,1.0392839869859338,1.0574809196940549
wikipedia,Beijing,the,funzione,1194,1.4388606348021244,1.0470750185160327,1.1416402381195665,1.0922396621059631
wikipedia,Beijing,of,funzione,515,1.2886568765146147,0.971399003298993,1.1003680167274537,1.083944176142338
wikipedia,Beijing,in,funzione,436,1.2875366047427148,0.9559652198276748,1.0581291389335572,1.1447597543633758
wikipedia,Beijing,and,funzione,419,1.115123051468513,0.982612683889544,1.026428737316457,0.9305286036647381
wikipedia,Beijing,to,funzione,245,1.261248659567965,1.0399562168433976,1.0804220746303674,1.1879772083294904
wikipedia,Beijing,is,funzione,153,1.2432778547656425,0.9376165204593082,1.1749922555521544,1.3467078653908258
wikipedia,Beijing,beijing,keyword,311,1.3171876647340521,0.9764568285259667,1.0119908581477408,0.9884881608207426
wikipedia,Beijing,city,keyword,166,1.1307802948994272,0.9521644992401525,1.117307529628132,1.078943346527205
wikipedia,Beijing,china,keyword,90,1.0497311851221893,1.0459852918841601,1.0982038116487527,1.052828150078547
wikipedia,Beijing,chinese,keyword,64,1.3494766424808338,1.018032270013077,1.2627829077717996,1.5560480915978354
wikipedia,Beijing,world,keyword,61,1.4265248609071781,0.9927287989121302,1.3683904518911543,1.8602416828980926
wikipedia,Beijing,capital,keyword,52,1.3809216233403148,0.9873678721265292,1.311048668233089,2.0346005401666867
wikipedia,Beijing,temple,keyword,49,1.58424963640013,1.0784411866442722,1.5400711552832427,4.201512404655729
wikipedia,Beijing,as,appaiata,111,0.9630141807335579,0.9680780823467828,1.0276612814412662,1.1124360975228134
wikipedia,Beijing,was,appaiata,96,1.3522737481409652,0.9630594481796183,1.2213046136878691,1.6223264612272532
wikipedia,Beijing,are,appaiata,81,1.2592391965320078,0.9948598585255946,1.1527500240464799,1.4524991639856042
wikipedia,Beijing,on,appaiata,63,1.126771137253585,1.0135609462445851,1.0875336684602395,1.6796164095497719
wikipedia,Beijing,has,appaiata,48,1.0347809140148494,1.0703781910755803,0.980329160042424,1.285337876754575
wikipedia,Beijing,also,appaiata,47,0.9306805508932363,0.9685743255562826,0.9198555547022745,0.7725464804147703
wikipedia,Beijing,which,appaiata,58,1.0957497629594952,1.0021311794411212,0.9992142394296429,1.1898301117161192
wikipedia,Isaac Newton,vocali,vocali,24469,1.1790476474763942,1.0002787043882366,1.0056968312663839,0.4960217423356684
wikipedia,Isaac Newton,spazio,spazio,12592,1.2775812854976862,1.0024264199823087,0.9390228788989642,0.4943436236501535
wikipedia,Isaac Newton,e,lettera,7861,1.1879826876980217,0.9940960170650524,0.9454045476823483,0.816745981678005
wikipedia,Isaac Newton,t,lettera,6083,1.0691543529932233,0.9306894757987324,1.015558108202451,0.8451604263154696
wikipedia,Isaac Newton,i,lettera,5175,1.1830804044312904,0.9633314438075198,0.9849597624916657,0.8969318153531243
wikipedia,Isaac Newton,n,lettera,5011,1.0599808187775754,0.9570945969553871,1.0498953991543187,0.8844099360799268
wikipedia,Isaac Newton,a,lettera,4933,1.1743905363188574,0.9673575881217702,0.9996688226496042,0.8716030138893323
wikipedia,Isaac Newton,o,lettera,4870,1.2193722657243118,0.9774567666455702,1.0407865138459924,0.8800151296294094
wikipedia,Isaac Newton,s,lettera,4219,1.1272202275574668,1.0356657993401133,0.9328107625416169,0.892953178892278
wikipedia,Isaac Newton,r,lettera,3779,1.1792313692807441,1.0358058957357617,0.929211492078423,0.8610182264737026
wikipedia,Isaac Newton,h,lettera,3338,1.2008236935098786,1.0105466102246534,0.9831651247212969,0.8934875379280205
wikipedia,Isaac Newton,l,lettera,2596,1.0349404209434976,0.977346107524563,0.9628079512443769,1.0323376590298992
wikipedia,Isaac Newton,d,lettera,2467,1.0596323257009044,1.00183327530703,0.9806866044817178,0.9117469144491825
wikipedia,Isaac Newton,c,lettera,2314,1.1291667598021211,1.005895119971274,1.0533331896211837,0.9787689318534284
wikipedia,Isaac Newton,u,lettera,1630,1.0903955768791853,1.0151089611109068,1.0098248835526704,0.9185656598351589
wikipedia,Isaac Newton,m,lettera,1620,1.2517146863554076,0.9674267818482548,1.0692381153058657,1.0269404140737148
wikipedia,Isaac Newton,f,lettera,1404,1.1641923486240626,0.9233543488415955,0.9692364564638528,0.9361795719698357
wikipedia,Isaac Newton,p,lettera,1339,1.2254041632230102,0.9671407959858369,1.080821226889977,1.0600821691141817
wikipedia,Isaac Newton,w,lettera,1313,1.142818187404051,1.046772940316136,0.937662071149115,0.9777826013984343
wikipedia,Isaac Newton,g,lettera,1069,1.1265274943359023,0.9646769105448828,0.9055717853484598,1.0124340019663864
wikipedia,Isaac Newton,b,lettera,997,1.1248792327713557,1.0402113739920669,0.9610148633764966,1.0535390166275116
wikipedia,Isaac Newton,the,funzione,847,1.273336836680278,0.9802769425610296,1.099754114337527,1.0852587001099385
wikipedia,Isaac Newton,of,funzione,579,1.2119065996571394,0.9471172289593778,1.014887852094698,0.9299958446928535
wikipedia,Isaac Newton,and,funzione,371,1.0011469500746482,1.1175496869117716,0.9425484585987706,0.8643441263149823
wikipedia,Isaac Newton,in,funzione,358,1.0862588391489394,1.005281783817676,1.009344370761341,0.9762656040840001
wikipedia,Isaac Newton,to,funzione,283,1.0714331942214734,0.9872811187544386,1.0318325827120245,1.0384345582424566
wikipedia,Isaac Newton,his,funzione,221,1.1861778914989844,1.0079542302102409,1.0351584133716207,1.1565644744780992
wikipedia,Isaac Newton,newton,keyword,313,1.0197972759733858,0.9542391178047547,0.8970076204458962,0.7308088290649848
wikipedia,Isaac Newton,newton's,keyword,78,1.1250404972856038,0.9959221039055214,1.076561264992571,1.0458030702389292
wikipedia,Isaac Newton,first,keyword,58,1.212434875418048,0.9444537112710947,1.055267154236515,1.291690538641353
wikipedia,Isaac Newton,work,keyword,49,1.0597167359217727,0.9814439672534112,1.0710005742132056,1.2151685348973436
wikipedia,Isaac Newton,also,keyword,39,1.068417021702591,0.9535271825573716,1.0756886412774265,1.1758758322843084
wikipedia,Isaac Newton,calculus,keyword,30,1.4162586782997708,1.024105302482358,1.3680873371041542,2.4011527175562923
wikipedia,Isaac Newton,time,keyword,29,0.9819257998744262,0.960009746208247,1.0187964533215552,1.258366002269593
wikipedia,Isaac Newton,he,appaiata,200,1.2121804398516232,0.9915022352746075,1.1163377882731649,1.1885686509039735
wikipedia,Isaac Newton,on,appaiata,81,1.0735695624100876,0.9600434280856459,1.0596254722351914,1.0575441002603516
wikipedia,Isaac Newton,at,appaiata,60,1.1977476190818102,1.0021273058664066,1.0694709912395126,1.3463067506289763
wikipedia,Isaac Newton,had,appaiata,46,1.0470264044053497,0.9622970911913172,1.0753258146387334,1.3399662667720649
wikipedia,Isaac Newton,be,appaiata,41,1.0050318730049772,1.0152296132220449,1.0051670884668396,1.0538175970583428
wikipedia,Isaac Newton,than,appaiata,29,1.05701268419081,0.885231357487193,1.0328466957347835,1.1139835137062035
wikipedia,Isaac Newton,two,appaiata,31,0.9153104544612108,1.059501430497949,0.9260200877029465,0.9715291434638106
wikipedia,Napoleon,vocali,vocali,24876,1.1854631225968038,0.9846647566386344,0.9636021880069633,0.524240743887493
wikipedia,Napoleon,spazio,spazio,12677,1.2345746884281816,1.0047644741118211,0.9728829759064522,0.47303652595886697
wikipedia,Napoleon,e,lettera,7756,0.9523341596489603,1.0168728639679547,0.9955193785380684,0.8227569859841246
wikipedia,Napoleon,a,lettera,5729,1.0794637930064455,1.0306851040753033,0.9647503597781336,0.8511763265457643
wikipedia,Napoleon,n,lettera,5248,1.0522838135705046,0.9671915459949431,1.0330645373195586,0.8417543290410396
wikipedia,Napoleon,t,lettera,5223,1.193809160754586,0.8645902813294195,0.9797867116541266,0.897056049086347
wikipedia,Napoleon,o,lettera,4991,1.0866639890326983,1.0201052493282108,0.9833684328600268,0.8816765213472442
wikipedia,Napoleon,i,lettera,4746,1.2119449995492892,0.9262087633525681,0.934872126761945,0.904891620609691
wikipedia,Napoleon,r,lettera,4413,1.0849613087557777,0.9585203035358737,0.948510718853934,0.8376958544186818
wikipedia,Napoleon,s,lettera,3718,1.2850765804353312,0.9916342855379473,0.9395376933142927,0.9421662452054539
wikipedia,Napoleon,h,lettera,2941,1.151393009876333,1.0637552328455009,0.9464402415242487,0.8978973234909423
wikipedia,Napoleon,l,lettera,2699,1.1480350679110003,0.9615702875062381,1.020081022682808,0.9395778275469733
wikipedia,Napoleon,d,lettera,2673,1.0310052620776382,0.9860737865383807,0.900037366841938,0.890318253076838
wikipedia,Napoleon,c,lettera,2097,1.339256491071763,1.0025123578276915,0.9573862321859395,0.9547152256734709
wikipedia,Napoleon,u,lettera,1654,1.0176330784236738,0.958950091428521,1.0068634631263185,0.9036549731442551
wikipedia,Napoleon,p,lettera,1608,1.0941499739508014,1.0096780583466571,1.0184560265464384,0.9988504496912853
wikipedia,Napoleon,f,lettera,1588,1.1539104892914354,0.9405270488474046,1.005857798764931,0.9716470290472295
wikipedia,Napoleon,m,lettera,1502,1.046133695705021,0.9715614930243035,0.986044218476784,1.0250538975552779
wikipedia,Napoleon,g,lettera,1010,0.9088828385626613,0.9417031770122287,0.9794481668810088,0.9868487027963445
wikipedia,Napoleon,w,lettera,990,1.2164040726174772,0.9904242029092458,1.010825521951804,0.9601705495419061
wikipedia,Napoleon,b,lettera,963,1.2333703660913586,0.9674135925248174,1.092259999705999,1.0497478882517275
wikipedia,Napoleon,the,funzione,940,1.347896705174814,1.005282551703046,1.0403408563612844,0.964587042248046
wikipedia,Napoleon,of,funzione,522,1.162015771835062,0.9975912146783218,1.0219708751886396,0.9487864814427086
wikipedia,Napoleon,and,funzione,457,1.0295902697518005,1.0268113507847652,0.9642304232768747,0.8459659513130512
wikipedia,Napoleon,in,funzione,431,1.1581702275416634,0.9487358664460267,0.9820795645700365,0.9702656848039862
wikipedia,Napoleon,to,funzione,332,1.0751961437690427,0.9930310590814407,1.0622428571778324,1.1117705202954686
wikipedia,Napoleon,was,funzione,183,1.1026214886332055,0.9484398021283121,1.0911979848213857,1.1362978810504851
wikipedia,Napoleon,napoleon,keyword,219,1.3682706126994715,0.9667913179857345,1.3203180945355177,2.3224727727402734
wikipedia,Napoleon,french,keyword,131,1.2652064450024063,0.9912797690506611,1.223631773948136,1.6287282991266911
wikipedia,Napoleon,bonaparte,keyword,87,1.5878110718435305,1.0245092357722443,1.5547115630202109,3.525986098948565
wikipedia,Napoleon,france,keyword,76,1.154116554726633,0.9878355115791098,1.148292633691218,1.193319702205794
wikipedia,Napoleon,army,keyword,61,1.208599542742335,0.9693153027841469,1.2315207970950195,1.6598516196101039
wikipedia,Napoleon,napoleon's,keyword,49,1.2270196241074758,1.0323985068252688,1.204439943947139,2.223248335180353
wikipedia,Napoleon,battle,keyword,48,1.2547482786612223,1.0078747849204002,1.2636764953485606,1.7026475981117193
wikipedia,Napoleon,his,appaiata,170,1.30142823059773,1.0092608089766335,1.090738381527917,1.2815427823846675
wikipedia,Napoleon,on,appaiata,147,1.2335982746628864,0.9240400758920008,1.1223016309542588,1.2242840649128632
wikipedia,Napoleon,from,appaiata,68,0.9533569714088231,0.9965821419559459,0.9791224613151502,0.8595075170050276
wikipedia,Napoleon,had,appaiata,64,0.992905091058855,0.9982080722302147,0.9815229636982226,0.9169816075382895
wikipedia,Napoleon,were,appaiata,61,1.1233606393294633,1.0175237256185106,1.0369978876762964,1.0984849010784332
wikipedia,Napoleon,which,appaiata,51,1.0545907592526964,1.049330858587431,1.090969749820814,1.2515195740309717
wikipedia,Napoleon,him,appaiata,40,1.1285411407543895,0.9869171524634043,1.1155774822375555,1.4028424156025427
wikipedia,Brazil,vocali,vocali,24742,1.4643157339896766,1.0060192044755984,0.9658510700472344,0.5696168749932217
wikipedia,Brazil,spazio,spazio,12239,1.2192364862322658,0.9771886163753244,0.9564688706964019,0.4849636227625899
wikipedia,Brazil,e,lettera,7189,1.2327188379294216,1.0049016183922546,0.9947964993043085,0.8619731993950456
wikipedia,Brazil,a,lettera,5817,1.2124529495700318,0.9676283932384658,1.007695256176733,0.8725231232942674
wikipedia,Brazil,t,lettera,5431,1.2120935743758543,1.035783383661804,1.0183017793827573,0.8843285929912331
wikipedia,Brazil,i,lettera,5356,1.2701198007201109,0.9994128378539964,0.9401884964050765,0.9012085039987842
wikipedia,Brazil,n,lettera,4767,1.2050374443158944,1.0371083141401007,0.9815886261125838,0.8675944264352302
wikipedia,Brazil,r,lettera,4603,1.1735509599308604,0.9605227571847937,0.9811972908050045,0.8260375610742002
wikipedia,Brazil,o,lettera,4568,1.2307918195582626,0.9525899533315871,0.9801009464599431,0.8927295832038035
wikipedia,Brazil,s,lettera,3903,1.225019014729386,1.0038967905796718,1.007506326735602,0.9254251045945092
wikipedia,Brazil,l,lettera,2984,1.0613189045512064,0.9617927843455686,0.9915246570626807,0.9954261304094256
wikipedia,Brazil,h,lettera,2479,1.1828791740996198,0.9913234448426195,0.9770344052856549,0.9675604045990992
wikipedia,Brazil,d,lettera,2369,1.200900749624767,0.9597243231110436,1.0194766035267044,0.9063308673406134
wikipedia,Brazil,c,lettera,2354,1.2584205898621639,1.0217637940964541,0.9312753303066151,0.9674212491906558
wikipedia,Brazil,u,lettera,1812,1.3456401688204593,1.0195773077395256,1.0017405020691006,1.0024219571255735
wikipedia,Brazil,m,lettera,1475,1.1451064382341811,1.1390986837142059,0.9686676036076435,1.0041983702291806
wikipedia,Brazil,f,lettera,1389,1.1264804468116387,0.9677482464636245,0.9575116182128873,0.9532997542220853
wikipedia,Brazil,p,lettera,1341,1.2294256682448503,0.955803909867183,1.005026544227493,1.0540090361330265
wikipedia,Brazil,g,lettera,1285,1.3590733067966974,0.9188808846843344,1.0149028888045581,1.0324368314959296
wikipedia,Brazil,b,lettera,1008,1.1373477142946793,0.9847962800906148,0.9691357017207904,0.9126106760931348
wikipedia,Brazil,y,lettera,843,1.1575637810735881,0.9998106997261123,0.9899936877595238,0.9747004141097217
wikipedia,Brazil,the,funzione,1047,1.1229957071350787,0.923235519103951,0.9813604836068031,0.9339848406626559
wikipedia,Brazil,of,funzione,553,1.0825011187232088,0.998731630017016,1.0112267260945733,0.9328908189468756
wikipedia,Brazil,and,funzione,506,0.9972089181996245,0.9873921538456351,0.8841189978236371,0.7999336762697123
wikipedia,Brazil,in,funzione,436,1.1440150904328508,0.9995051160419285,1.0192417350977245,1.0528750413330097
wikipedia,Brazil,to,funzione,181,1.2237711544289382,1.0075613444903173,1.0905811905232572,1.209142903991951
wikipedia,Brazil,is,funzione,131,1.334151122762592,1.0239279762281497,1.2831767022799623,2.010097268727755
wikipedia,Brazil,brazil,keyword,201,1.1108777252496744,0.9883869674223703,1.0325704364844055,0.9355817386472818
wikipedia,Brazil,brazilian,keyword,83,1.1113545561722378,0.9098483705143822,1.0353303308812738,1.114961993935919
wikipedia,Brazil,country,keyword,66,1.08512179247601,1.018970071380602,1.0496672526689232,1.173619618844114
wikipedia,Brazil,world,keyword,68,1.3258187379724928,0.9769713704459092,1.2128723862916473,1.4629413407488527
wikipedia,Brazil,portuguese,keyword,55,1.3706509904929163,0.9885081719827925,1.3203035750094383,3.170842221821795
wikipedia,Brazil,largest,keyword,61,1.430795876014956,0.9771693888025682,1.3039641076269017,1.8683179079526888
wikipedia,Brazil,federal,keyword,37,1.4381845312779094,0.9899329353689076,1.335104331489954,2.1196235083976873
wikipedia,Brazil,by,appaiata,111,1.170918127783896,0.9663063437317437,1.09626163570182,1.2734028588637651
wikipedia,Brazil,for,appaiata,76,1.0943350593095353,0.9985077461131313,1.065746561735567,1.2362932866770688
wikipedia,Brazil,on,appaiata,51,1.0584373529290751,0.9918602159167689,1.0300688783282468,1.2905701876958922
wikipedia,Brazil,has,appaiata,56,1.037299476947732,0.9933657403430963,1.0488494075453358,1.8787243759568362
wikipedia,Brazil,its,appaiata,44,0.8983957803710264,1.0333407384254591,0.925894705802544,0.9009972225929187
wikipedia,Brazil,which,appaiata,42,1.0474923796336948,1.008220560176556,1.004025253339396,0.9620446325971501
wikipedia,Brazil,that,appaiata,37,1.0202178570319962,1.013049234475927,1.0486367767803404,1.267772309794492
wikipedia,Artificial intelligence,vocali,vocali,25418,1.4293365608652824,0.9564695626178916,0.9801744950885788,0.5058250074801057
wikipedia,Artificial intelligence,spazio,spazio,11927,1.372508738610591,0.9445158722546702,0.9615417952805837,0.5004758179839739
wikipedia,Artificial intelligence,e,lettera,7969,1.0868753111224843,0.9689421297336626,0.9163017700042643,0.8477181210171462
wikipedia,Artificial intelligence,a,lettera,5757,1.1442568489445168,0.9742390715228867,0.9349089385825035,0.8379098752438036
wikipedia,Artificial intelligence,t,lettera,5490,1.2263265150423273,0.9820977147792075,0.9656554295027346,0.879312111658533
wikipedia,Artificial intelligence,i,lettera,5299,1.2794755161341316,0.9994725282152462,0.9852313509922119,0.9000228959371619
wikipedia,Artificial intelligence,n,lettera,5019,1.2316041091664514,0.9874572237090229,0.953528511012252,0.887765017376483
wikipedia,Artificial intelligence,o,lettera,4581,1.2154576688010572,1.0288143565237176,0.9878927495956459,0.8672829866578449
wikipedia,Artificial intelligence,s,lettera,4554,1.2365947534848503,0.9097303297233013,1.0101042351980658,0.9323177476393331
wikipedia,Artificial intelligence,r,lettera,3916,1.180639945690531,1.033737522519403,0.9907320443005396,0.9055717122288529
wikipedia,Artificial intelligence,l,lettera,2886,1.1692917822610633,0.991719488331467,1.0095820085749654,1.0660337584709432
wikipedia,Artificial intelligence,c,lettera,2576,1.0262798202722085,0.9596660448806448,1.0141306417418188,0.9308199306647557
wikipedia,Artificial intelligence,h,lettera,2416,1.2889913708299927,0.9249968679380273,0.9654552568542574,0.9749137998425039
wikipedia,Artificial intelligence,d,lettera,2336,1.2018445140119423,0.9856374705708779,0.9524375012973101,0.9418710427269459
wikipedia,Artificial intelligence,u,lettera,1812,1.0116073356690325,0.9865937208323808,0.963287880100116,0.9235835134697307
wikipedia,Artificial intelligence,m,lettera,1802,1.1969622322754596,1.0045722950881077,0.9694284950335129,0.9581193842439071
wikipedia,Artificial intelligence,p,lettera,1580,1.141513980347606,0.9755715041537413,1.0181802290193875,0.996675659622859
wikipedia,Artificial intelligence,g,lettera,1515,1.2335858490669762,0.959956684175891,0.9366747588889992,1.0165306704865151
wikipedia,Artificial intelligence,f,lettera,1292,1.093497239135875,1.0344754034498376,0.8962798353724676,0.9559879850416849
wikipedia,Artificial intelligence,b,lettera,966,1.0557603733598726,1.0179913293135625,1.0410967457640352,1.0355630674716214
wikipedia,Artificial intelligence,y,lettera,951,1.109864495620001,0.9210441805207967,0.9314644510118751,1.012364608924072
wikipedia,Artificial intelligence,the,funzione,575,1.2452291502226869,0.9801135926605773,1.0756722307875055,1.0357399527449778
wikipedia,Artificial intelligence,and,funzione,401,1.2011683486372189,0.9486107375738032,1.117191911919685,1.0038323742661373
wikipedia,Artificial intelligence,of,funzione,352,1.046834580696376,0.944618267506265,1.0346005466434656,0.9535256176312998
wikipedia,Artificial intelligence,to,funzione,316,1.1733105784196611,0.9376657373274394,1.0174937896679188,0.9965775483806525
wikipedia,Artificial intelligence,in,funzione,282,1.1797031802483366,1.0159702510020003,1.0057972838244729,0.9824540113091786
wikipedia,Artificial intelligence,that,funzione,188,1.1663232008773183,0.9635900271241181,1.0746268139308706,1.1294082877214335
wikipedia,Artificial intelligence,ai,keyword,231,1.4347897391487374,0.9701694910188072,1.3082300602535584,1.6576327208901065
wikipedia,Artificial intelligence,learning,keyword,62,1.289497407942318,0.9998110145340449,1.157921385896274,1.7032308669177514
wikipedia,Artificial intelligence,intelligence,keyword,53,1.2069773747424848,0.949355458759343,1.1977076407958902,1.67958249706447
wikipedia,Artificial intelligence,used,keyword,53,1.175690562238252,1.0345147114373903,1.1519710896943947,1.1427827123043308
wikipedia,Artificial intelligence,data,keyword,51,1.2967189796886747,0.9254757436044415,1.2678673360942307,1.7066292350151537
wikipedia,Artificial intelligence,artificial,keyword,41,1.1642278106133928,0.9952725830192005,1.1353233619248913,1.610982136535659
wikipedia,Artificial intelligence,machine,keyword,41,1.133815173728948,0.9508348121684689,1.1854368843630965,1.304646153216652
wikipedia,Artificial intelligence,is,appaiata,136,1.2186872317143864,0.9567054515053212,1.210514906261218,1.6861218584617574
wikipedia,Artificial intelligence,such,appaiata,55,1.075068755270113,0.965203814625489,1.0390389068031975,1.0650131152735705
wikipedia,Artificial intelligence,an,appaiata,53,1.04478993699144,1.0196336366906429,1.0091887351477753,1.2448047891243346
wikipedia,Artificial intelligence,from,appaiata,51,1.1184994291840675,0.9499316809091843,1.1072703051157622,1.1266451843910381
wikipedia,Artificial intelligence,have,appaiata,45,1.1201155198186274,0.9732469152046145,1.1310818708123638,1.2523222975145887
wikipedia,Artificial intelligence,they,appaiata,42,0.9819649987372406,0.939596620569754,1.0194677823473948,1.2085985567612434
wikipedia,Artificial intelligence,their,appaiata,37,1.181887781333065,0.9648539607851071,1.1617220554198109,1.0992306464499384
wikipedia,Olympic Games,vocali,vocali,24134,1.2796715485142336,1.0147026749831318,0.9565912907599857,0.5055467373820975
wikipedia,Olympic Games,spazio,spazio,12733,1.2153183076180436,0.9431158898204992,0.9799763186628301,0.45909160585638814
wikipedia,Olympic Games,e,lettera,7881,1.1524473998264952,0.9841686604688255,0.9693300911450212,0.859223930986964
wikipedia,Olympic Games,t,lettera,6049,1.1539819964714875,1.0100330549943102,0.9772894447911366,0.8606904245881367
wikipedia,Olympic Games,a,lettera,4968,1.2550688745358216,0.9377715649788007,1.0394009049474344,0.8952493327720136
wikipedia,Olympic Games,o,lettera,4892,1.184494691799032,0.9914285219112179,0.9331431293365798,0.8295663222134466
wikipedia,Olympic Games,i,lettera,4845,1.0794197685604507,1.0180277424851518,1.0003351139766286,0.8647568282465959
wikipedia,Olympic Games,n,lettera,4562,1.096136691716391,1.031430958072893,0.9451984201014149,0.9077567345236482
wikipedia,Olympic Games,s,lettera,4287,1.2672462336836967,0.9781190241653887,1.0458398754420648,0.9020492492943879
wikipedia,Olympic Games,r,lettera,3813,1.2078908469443579,0.997820834684792,0.9656382689827631,0.8602245676320549
wikipedia,Olympic Games,h,lettera,2978,1.3057561513256675,1.0123978650388004,0.9828440712845135,0.8475784750434997
wikipedia,Olympic Games,l,lettera,2562,1.0586074993767791,1.0210264246354122,0.9788136244261626,0.969456869448652
wikipedia,Olympic Games,c,lettera,2360,1.2472930351028377,0.9718923121141329,1.026689325347041,0.9415734712948136
wikipedia,Olympic Games,m,lettera,2237,1.289657565521006,0.9959237798936916,0.9769091128856126,1.0247843792667743
wikipedia,Olympic Games,d,lettera,2237,1.2607874347881705,0.9828740681107074,0.9854089011614647,0.9574895235438252
wikipedia,Olympic Games,p,lettera,1635,1.223291950752754,0.9392905471557281,0.9557492431751067,0.9532633711129642
wikipedia,Olympic Games,u,lettera,1548,1.2344175414359604,1.004827001169768,1.0057573494150012,0.9691176595127631
wikipedia,Olympic Games,f,lettera,1386,1.103270221120934,1.0061244171659902,0.8812348654583766,0.9449153973751977
wikipedia,Olympic Games,g,lettera,1384,1.1988941844702943,1.0042321273193988,0.9703230439839551,0.9431434230361045
wikipedia,Olympic Games,y,lettera,1168,1.048318637481308,0.9989080656915136,0.9776514671028999,0.9521129060480568
wikipedia,Olympic Games,w,lettera,886,1.2446964833943066,0.9818202996019961,1.0702810913899838,1.1045897056247518
wikipedia,Olympic Games,the,funzione,1289,1.3258216770272135,0.9737496195427386,1.011157796883472,0.8079259238950712
wikipedia,Olympic Games,of,funzione,441,1.101982918243836,0.985589226990201,1.0877798206795735,1.0215360541802383
wikipedia,Olympic Games,and,funzione,368,1.1621465369837534,0.9968891907981662,1.0009233346378152,0.8855412315447957
wikipedia,Olympic Games,in,funzione,334,1.2281828481024502,1.0159806665852325,1.0978566734052537,1.1421639465995177
wikipedia,Olympic Games,to,funzione,330,1.1808704559929595,0.9618369696502542,0.9887012798602525,1.009202425577331
wikipedia,Olympic Games,for,funzione,168,1.2684246094051719,0.9588146944573298,1.0945408541489183,1.3030343311712749
wikipedia,Olympic Games,games,keyword,243,1.3790266741376846,0.9841817046663396,1.2338534106400265,1.654944618376111
wikipedia,Olympic Games,olympic,keyword,214,1.2935967254195655,0.9574121582587886,1.1523901721568715,1.288917871220583
wikipedia,Olympic Games,olympics,keyword,142,1.0372440502579092,0.9216766704294116,1.0357382660507006,0.9735194840057879
wikipedia,Olympic Games,ioc,keyword,107,1.2997549235648265,0.9673713816437255,1.223682324099453,1.6302637996424256
wikipedia,Olympic Games,summer,keyword,82,1.2271062696220716,0.9249552073587667,1.2139579432264231,1.7085401831156
wikipedia,Olympic Games,athletes,keyword,75,1.2281690728520238,0.9403391700921523,1.1358276523554984,1.7425896286848643
wikipedia,Olympic Games,sports,keyword,68,1.5132074073806019,0.9201350785921348,1.2338690699593273,1.7614651354609472
wikipedia,Olympic Games,was,appaiata,122,1.204133188634189,1.0322252350657166,1.1927228256578732,1.6544623014878481
wikipedia,Olympic Games,that,appaiata,103,1.0348895571099581,0.9823695237167304,0.9966354057109945,0.9195315379694196
wikipedia,Olympic Games,as,appaiata,98,1.0687115268895173,0.911186435788459,1.0787660589847259,1.2897680551807296
wikipedia,Olympic Games,were,appaiata,95,1.2990652087371433,1.0006958526142735,1.2416912944552034,1.504070380677294
wikipedia,Olympic Games,by,appaiata,87,0.9582866497686546,0.9901495423621235,0.9152683058269434,0.9215964613934278
wikipedia,Olympic Games,is,appaiata,67,1.3147506912220333,1.044040755265685,1.2620091586966677,2.068105090031978
